Period,Continent,TotalPopulation
2010-05-01,NHS ENGLAND LONDON,23873
2010-05-01,NHS ENGLAND LONDON,26428
2010-05-01,NHS ENGLAND LONDON,21933
2010-05-01,NHS ENGLAND LONDON,18334
2010-05-01,NHS ENGLAND SOUTH WEST ,5240
2010-05-01,NHS ENGLAND MIDLANDS ,21685
2010-05-01,NHS ENGLAND MIDLANDS ,20267
2010-05-01,NHS ENGLAND MIDLANDS ,23372
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10403
2010-05-01,NHS ENGLAND NORTH WEST ,17422
2010-05-01,NHS ENGLAND NORTH WEST ,17596
2010-05-01,NHS ENGLAND LONDON,26768
2010-05-01,NHS ENGLAND MIDLANDS ,18877
2010-05-01,NHS ENGLAND SOUTH WEST ,14051
2010-05-01,NHS ENGLAND MIDLANDS ,13517
2010-05-01,NHS ENGLAND LONDON,9468
2010-05-01,NHS ENGLAND MIDLANDS ,5291
2010-05-01,NHS ENGLAND MIDLANDS ,28820
2010-05-01,NHS ENGLAND MIDLANDS ,6725
2010-05-01,NHS ENGLAND MIDLANDS ,11216
2010-05-01,NHS ENGLAND EAST OF ENGLAND ,12548
2010-05-01,NHS ENGLAND NORTH WEST ,19802
2010-05-01,NHS ENGLAND NORTH WEST ,13223
2010-05-01,NHS ENGLAND NORTH WEST ,20285
2010-05-01,NHS ENGLAND SOUTH WEST ,11944
2010-05-01,NHS ENGLAND SOUTH EAST ,24304
2010-05-01,NHS ENGLAND SOUTH EAST ,19527
2010-05-01,NHS ENGLAND MIDLANDS ,16822
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14721
2010-05-01,NHS ENGLAND MIDLANDS ,13791
2010-05-01,NHS ENGLAND MIDLANDS ,8202
2010-05-01,NHS ENGLAND SOUTH EAST ,716
2010-05-01,NHS ENGLAND SOUTH WEST ,12973
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,30564
2010-05-01,NHS ENGLAND LONDON,4085
2010-05-01,NHS ENGLAND SOUTH EAST ,11267
2010-05-01,NHS ENGLAND SOUTH EAST ,0
2010-05-01,NHS ENGLAND MIDLANDS ,18044
2010-05-01,NHS ENGLAND LONDON,33561
2010-05-01,NHS ENGLAND EAST OF ENGLAND ,15208
2010-05-01,NHS ENGLAND LONDON,9365
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3301
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,27070
2010-05-01,NHS ENGLAND NORTH WEST ,12728
2010-05-01,NHS ENGLAND MIDLANDS ,40090
2010-05-01,NHS ENGLAND LONDON,23368
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18431
2010-05-01,NHS ENGLAND SOUTH WEST ,18312
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16881
2010-05-01,NHS ENGLAND MIDLANDS ,26798
2010-05-01,NHS ENGLAND SOUTH EAST ,11042
2010-05-01,NHS ENGLAND SOUTH EAST ,17919
2010-05-01,NHS ENGLAND SOUTH EAST ,18519
2010-05-01,NHS ENGLAND SOUTH WEST ,8373
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13999
2010-05-01,NHS ENGLAND NORTH WEST ,9051
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6180
2010-05-01,NHS ENGLAND SOUTH WEST ,14036
2010-05-01,NHS ENGLAND LONDON,9961
2010-05-01,NHS ENGLAND SOUTH EAST ,20560
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19720
2010-05-01,NHS ENGLAND NORTH WEST ,18084
2010-05-01,NHS ENGLAND SOUTH EAST ,6889
2010-05-01,NHS ENGLAND NORTH WEST ,15482
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6100
2010-05-01,NHS ENGLAND MIDLANDS ,24551
2010-05-01,NHS ENGLAND MIDLANDS ,18932
2010-05-01,NHS ENGLAND SOUTH EAST ,26238
2010-05-01,NHS ENGLAND EAST OF ENGLAND ,18628
2010-05-01,NHS ENGLAND EAST OF ENGLAND ,15087
2010-05-01,NHS ENGLAND NORTH WEST ,7852
2010-05-01,NHS ENGLAND MIDLANDS ,15363
2010-05-01,NHS ENGLAND NORTH WEST ,8749
2010-05-01,NHS ENGLAND SOUTH EAST ,2781
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22127
2010-05-01,NHS ENGLAND MIDLANDS ,12687
2010-05-01,NHS ENGLAND SOUTH EAST ,14377
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,28590
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,825
2010-05-01,NHS ENGLAND MIDLANDS ,24750
2010-05-01,NHS ENGLAND NORTH WEST ,21072
2010-05-01,NHS ENGLAND NORTH WEST ,11065
2010-05-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17657
2010-05-01,NHS ENGLAND SOUTH EAST ,18514
2010-05-01,NHS ENGLAND NORTH WEST ,23574
2010-05-01,NHS ENGLAND MIDLANDS ,15452
2010-05-01,NHS ENGLAND NORTH WEST ,906
2010-05-01,NHS ENGLAND EAST OF ENGLAND ,12926
2010-05-01,NHS ENGLAND MIDLANDS ,17964
2010-05-01,NHS ENGLAND NORTH WEST ,2195
2010-05-01,NHS ENGLAND MIDLANDS ,17945
2010-05-01,NHS ENGLAND LONDON,13603
2010-05-01,NHS ENGLAND SOUTH WEST ,429
2010-05-01,NHS ENGLAND MIDLANDS ,6113
2010-05-01,NHS ENGLAND LONDON,30180
2010-05-01,NHS ENGLAND SOUTH EAST ,34325
2010-05-01,NHS ENGLAND LONDON,17434
2010-05-01,NHS ENGLAND SOUTH EAST ,13440
2010-05-01,NHS ENGLAND SOUTH EAST ,6956
2010-05-01,NHS ENGLAND LONDON,9240
2010-05-01,NHS ENGLAND EAST OF ENGLAND ,8714
2010-05-01,NHS ENGLAND NORTH WEST ,2988
2010-05-01,NHS ENGLAND MIDLANDS ,12704
2010-05-01,NHS ENGLAND SOUTH EAST ,0
2010-05-01,NHS ENGLAND MIDLANDS ,3014
2010-05-01,NHS ENGLAND SOUTH EAST ,7679
2010-05-01,NHS ENGLAND LONDON,7023
2010-05-01,NHS ENGLAND MIDLANDS ,16157
2010-05-01,NHS ENGLAND SOUTH EAST ,12013
2010-06-01,NHS ENGLAND MIDLANDS ,5207
2010-06-01,NHS ENGLAND SOUTH WEST ,4290
2010-06-01,NHS ENGLAND NORTH WEST ,9576
2010-06-01,NHS ENGLAND SOUTH EAST ,0
2010-06-01,NHS ENGLAND LONDON,8446
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,996
2010-06-01,NHS ENGLAND SOUTH EAST ,10339
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4494
2010-06-01,NHS ENGLAND SOUTH WEST ,4283
2010-06-01,NHS ENGLAND MIDLANDS ,1007
2010-06-01,NHS ENGLAND MIDLANDS ,1551
2010-06-01,NHS ENGLAND MIDLANDS ,8078
2010-06-01,NHS ENGLAND MIDLANDS ,5696
2010-06-01,NHS ENGLAND SOUTH WEST ,9713
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,6834
2010-06-01,NHS ENGLAND SOUTH EAST ,10462
2010-06-01,NHS ENGLAND SOUTH WEST ,1027
2010-06-01,NHS ENGLAND SOUTH EAST ,4080
2010-06-01,NHS ENGLAND SOUTH EAST ,4607
2010-06-01,NHS ENGLAND MIDLANDS ,13352
2010-06-01,NHS ENGLAND MIDLANDS ,12891
2010-06-01,NHS ENGLAND SOUTH WEST ,0
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11812
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5955
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3785
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1754
2010-06-01,NHS ENGLAND MIDLANDS ,3805
2010-06-01,NHS ENGLAND MIDLANDS ,13362
2010-06-01,NHS ENGLAND MIDLANDS ,11676
2010-06-01,NHS ENGLAND MIDLANDS ,4515
2010-06-01,NHS ENGLAND MIDLANDS ,4302
2010-06-01,NHS ENGLAND MIDLANDS ,0
2010-06-01,NHS ENGLAND MIDLANDS ,4442
2010-06-01,NHS ENGLAND SOUTH EAST ,3977
2010-06-01,NHS ENGLAND SOUTH EAST ,5545
2010-06-01,NHS ENGLAND NORTH WEST ,2093
2010-06-01,NHS ENGLAND SOUTH WEST ,1542
2010-06-01,NHS ENGLAND MIDLANDS ,2653
2010-06-01,NHS ENGLAND MIDLANDS ,3426
2010-06-01,NHS ENGLAND SOUTH EAST ,11600
2010-06-01,NHS ENGLAND SOUTH EAST ,4641
2010-06-01,NHS ENGLAND SOUTH EAST ,3266
2010-06-01,NHS ENGLAND SOUTH EAST ,8566
2010-06-01,NHS ENGLAND NORTH WEST ,0
2010-06-01,NHS ENGLAND NORTH WEST ,32355
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,26262
2010-06-01,NHS ENGLAND SOUTH WEST ,10799
2010-06-01,NHS ENGLAND MIDLANDS ,13476
2010-06-01,NHS ENGLAND SOUTH EAST ,7206
2010-06-01,NHS ENGLAND LONDON,45752
2010-06-01,NHS ENGLAND LONDON,28025
2010-06-01,NHS ENGLAND SOUTH EAST ,6356
2010-06-01,NHS ENGLAND SOUTH WEST ,5612
2010-06-01,NHS ENGLAND SOUTH WEST ,13435
2010-06-01,NHS ENGLAND SOUTH WEST ,8402
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18028
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,32336
2010-06-01,NHS ENGLAND LONDON,20885
2010-06-01,NHS ENGLAND LONDON,4972
2010-06-01,NHS ENGLAND LONDON,22250
2010-06-01,NHS ENGLAND LONDON,9320
2010-06-01,NHS ENGLAND LONDON,13828
2010-06-01,NHS ENGLAND LONDON,18335
2010-06-01,NHS ENGLAND SOUTH WEST ,10218
2010-06-01,NHS ENGLAND MIDLANDS ,6506
2010-06-01,NHS ENGLAND NORTH WEST ,10876
2010-06-01,NHS ENGLAND NORTH WEST ,20288
2010-06-01,NHS ENGLAND NORTH WEST ,0
2010-06-01,NHS ENGLAND NORTH WEST ,14704
2010-06-01,NHS ENGLAND NORTH WEST ,11668
2010-06-01,NHS ENGLAND NORTH WEST ,3005
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,25638
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22690
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9637
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7103
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6567
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,6165
2010-06-01,NHS ENGLAND SOUTH WEST ,13368
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,16459
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,19045
2010-06-01,NHS ENGLAND SOUTH EAST ,10020
2010-06-01,NHS ENGLAND SOUTH EAST ,30895
2010-06-01,NHS ENGLAND SOUTH WEST ,0
2010-06-01,NHS ENGLAND SOUTH WEST ,14612
2010-06-01,NHS ENGLAND NORTH WEST ,19721
2010-06-01,NHS ENGLAND NORTH WEST ,3506
2010-06-01,NHS ENGLAND NORTH WEST ,8353
2010-06-01,NHS ENGLAND LONDON,31168
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5866
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19154
2010-06-01,NHS ENGLAND MIDLANDS ,12692
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,38885
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,778
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,10922
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,17232
2010-06-01,NHS ENGLAND SOUTH WEST ,18039
2010-06-01,NHS ENGLAND SOUTH WEST ,11023
2010-06-01,NHS ENGLAND SOUTH EAST ,9055
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17775
2010-06-01,NHS ENGLAND SOUTH EAST ,24141
2010-06-01,NHS ENGLAND SOUTH EAST ,11702
2010-06-01,NHS ENGLAND LONDON,13246
2010-06-01,NHS ENGLAND LONDON,21413
2010-06-01,NHS ENGLAND LONDON,8416
2010-06-01,NHS ENGLAND LONDON,7715
2010-06-01,NHS ENGLAND SOUTH WEST ,5613
2010-06-01,NHS ENGLAND MIDLANDS ,6706
2010-06-01,NHS ENGLAND MIDLANDS ,17968
2010-06-01,NHS ENGLAND MIDLANDS ,38056
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18999
2010-06-01,NHS ENGLAND NORTH WEST ,14968
2010-06-01,NHS ENGLAND NORTH WEST ,11898
2010-06-01,NHS ENGLAND LONDON,28392
2010-06-01,NHS ENGLAND MIDLANDS ,9947
2010-06-01,NHS ENGLAND SOUTH WEST ,13819
2010-06-01,NHS ENGLAND MIDLANDS ,19565
2010-06-01,NHS ENGLAND LONDON,10049
2010-06-01,NHS ENGLAND MIDLANDS ,2426
2010-06-01,NHS ENGLAND MIDLANDS ,19854
2010-06-01,NHS ENGLAND MIDLANDS ,15324
2010-06-01,NHS ENGLAND MIDLANDS ,6375
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,25151
2010-06-01,NHS ENGLAND NORTH WEST ,23866
2010-06-01,NHS ENGLAND NORTH WEST ,10774
2010-06-01,NHS ENGLAND NORTH WEST ,20772
2010-06-01,NHS ENGLAND SOUTH WEST ,11334
2010-06-01,NHS ENGLAND SOUTH EAST ,11302
2010-06-01,NHS ENGLAND SOUTH EAST ,14630
2010-06-01,NHS ENGLAND MIDLANDS ,9957
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13936
2010-06-01,NHS ENGLAND MIDLANDS ,11339
2010-06-01,NHS ENGLAND MIDLANDS ,7640
2010-06-01,NHS ENGLAND SOUTH EAST ,6439
2010-06-01,NHS ENGLAND SOUTH WEST ,5444
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22704
2010-06-01,NHS ENGLAND LONDON,0
2010-06-01,NHS ENGLAND SOUTH EAST ,19993
2010-06-01,NHS ENGLAND SOUTH EAST ,1731
2010-06-01,NHS ENGLAND MIDLANDS ,13502
2010-06-01,NHS ENGLAND LONDON,32771
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,8633
2010-06-01,NHS ENGLAND LONDON,7559
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14004
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,31557
2010-06-01,NHS ENGLAND NORTH WEST ,12574
2010-06-01,NHS ENGLAND MIDLANDS ,34251
2010-06-01,NHS ENGLAND LONDON,19655
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17976
2010-06-01,NHS ENGLAND SOUTH WEST ,16386
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13190
2010-06-01,NHS ENGLAND MIDLANDS ,27444
2010-06-01,NHS ENGLAND SOUTH EAST ,17054
2010-06-01,NHS ENGLAND SOUTH EAST ,7216
2010-06-01,NHS ENGLAND SOUTH EAST ,8997
2010-06-01,NHS ENGLAND SOUTH WEST ,5289
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,24455
2010-06-01,NHS ENGLAND NORTH WEST ,7192
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5071
2010-06-01,NHS ENGLAND SOUTH WEST ,10723
2010-06-01,NHS ENGLAND LONDON,10270
2010-06-01,NHS ENGLAND SOUTH EAST ,34349
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16203
2010-06-01,NHS ENGLAND NORTH WEST ,14259
2010-06-01,NHS ENGLAND SOUTH EAST ,17189
2010-06-01,NHS ENGLAND NORTH WEST ,12298
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12599
2010-06-01,NHS ENGLAND MIDLANDS ,19365
2010-06-01,NHS ENGLAND MIDLANDS ,21475
2010-06-01,NHS ENGLAND SOUTH EAST ,20111
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,13597
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,9097
2010-06-01,NHS ENGLAND NORTH WEST ,8170
2010-06-01,NHS ENGLAND MIDLANDS ,19966
2010-06-01,NHS ENGLAND NORTH WEST ,13850
2010-06-01,NHS ENGLAND SOUTH EAST ,1205
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18775
2010-06-01,NHS ENGLAND MIDLANDS ,27309
2010-06-01,NHS ENGLAND SOUTH EAST ,12400
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,26754
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2238
2010-06-01,NHS ENGLAND MIDLANDS ,28195
2010-06-01,NHS ENGLAND NORTH WEST ,23156
2010-06-01,NHS ENGLAND NORTH WEST ,19399
2010-06-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17291
2010-06-01,NHS ENGLAND SOUTH EAST ,19126
2010-06-01,NHS ENGLAND NORTH WEST ,14425
2010-06-01,NHS ENGLAND MIDLANDS ,15711
2010-06-01,NHS ENGLAND NORTH WEST ,16143
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,2870
2010-06-01,NHS ENGLAND MIDLANDS ,8718
2010-06-01,NHS ENGLAND NORTH WEST ,5705
2010-06-01,NHS ENGLAND MIDLANDS ,9575
2010-06-01,NHS ENGLAND LONDON,6990
2010-06-01,NHS ENGLAND SOUTH WEST ,3266
2010-06-01,NHS ENGLAND MIDLANDS ,5043
2010-06-01,NHS ENGLAND LONDON,26049
2010-06-01,NHS ENGLAND SOUTH EAST ,28104
2010-06-01,NHS ENGLAND LONDON,10539
2010-06-01,NHS ENGLAND SOUTH EAST ,9873
2010-06-01,NHS ENGLAND SOUTH EAST ,11957
2010-06-01,NHS ENGLAND LONDON,7577
2010-06-01,NHS ENGLAND EAST OF ENGLAND ,10499
2010-06-01,NHS ENGLAND NORTH WEST ,10067
2010-06-01,NHS ENGLAND MIDLANDS ,12514
2010-06-01,NHS ENGLAND SOUTH EAST ,10103
2010-06-01,NHS ENGLAND MIDLANDS ,2008
2010-06-01,NHS ENGLAND SOUTH EAST ,11444
2010-06-01,NHS ENGLAND LONDON,9751
2010-06-01,NHS ENGLAND MIDLANDS ,2906
2010-06-01,NHS ENGLAND SOUTH EAST ,15771
2010-07-01,NHS ENGLAND MIDLANDS ,6979
2010-07-01,NHS ENGLAND SOUTH WEST ,323
2010-07-01,NHS ENGLAND NORTH WEST ,3635
2010-07-01,NHS ENGLAND SOUTH EAST ,1976
2010-07-01,NHS ENGLAND LONDON,7479
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1636
2010-07-01,NHS ENGLAND SOUTH EAST ,13691
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8008
2010-07-01,NHS ENGLAND SOUTH WEST ,6441
2010-07-01,NHS ENGLAND MIDLANDS ,5446
2010-07-01,NHS ENGLAND MIDLANDS ,1637
2010-07-01,NHS ENGLAND MIDLANDS ,10490
2010-07-01,NHS ENGLAND MIDLANDS ,7018
2010-07-01,NHS ENGLAND SOUTH WEST ,8722
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,10883
2010-07-01,NHS ENGLAND SOUTH EAST ,5336
2010-07-01,NHS ENGLAND SOUTH WEST ,1304
2010-07-01,NHS ENGLAND SOUTH EAST ,0
2010-07-01,NHS ENGLAND SOUTH EAST ,9458
2010-07-01,NHS ENGLAND MIDLANDS ,10746
2010-07-01,NHS ENGLAND MIDLANDS ,5656
2010-07-01,NHS ENGLAND SOUTH WEST ,8934
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14725
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6033
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,0
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6176
2010-07-01,NHS ENGLAND MIDLANDS ,20518
2010-07-01,NHS ENGLAND MIDLANDS ,23323
2010-07-01,NHS ENGLAND MIDLANDS ,5865
2010-07-01,NHS ENGLAND MIDLANDS ,6262
2010-07-01,NHS ENGLAND MIDLANDS ,4346
2010-07-01,NHS ENGLAND MIDLANDS ,926
2010-07-01,NHS ENGLAND MIDLANDS ,900
2010-07-01,NHS ENGLAND SOUTH EAST ,3213
2010-07-01,NHS ENGLAND SOUTH EAST ,6906
2010-07-01,NHS ENGLAND NORTH WEST ,4896
2010-07-01,NHS ENGLAND SOUTH WEST ,5702
2010-07-01,NHS ENGLAND MIDLANDS ,5298
2010-07-01,NHS ENGLAND MIDLANDS ,13022
2010-07-01,NHS ENGLAND SOUTH EAST ,19470
2010-07-01,NHS ENGLAND SOUTH EAST ,15244
2010-07-01,NHS ENGLAND SOUTH EAST ,6770
2010-07-01,NHS ENGLAND SOUTH EAST ,3557
2010-07-01,NHS ENGLAND NORTH WEST ,3117
2010-07-01,NHS ENGLAND NORTH WEST ,33773
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,27902
2010-07-01,NHS ENGLAND SOUTH WEST ,22538
2010-07-01,NHS ENGLAND MIDLANDS ,0
2010-07-01,NHS ENGLAND SOUTH EAST ,3646
2010-07-01,NHS ENGLAND LONDON,54435
2010-07-01,NHS ENGLAND LONDON,29965
2010-07-01,NHS ENGLAND SOUTH EAST ,6699
2010-07-01,NHS ENGLAND SOUTH WEST ,5247
2010-07-01,NHS ENGLAND SOUTH WEST ,20325
2010-07-01,NHS ENGLAND SOUTH WEST ,3853
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7843
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,26862
2010-07-01,NHS ENGLAND LONDON,30413
2010-07-01,NHS ENGLAND LONDON,3444
2010-07-01,NHS ENGLAND LONDON,19278
2010-07-01,NHS ENGLAND LONDON,15231
2010-07-01,NHS ENGLAND LONDON,16338
2010-07-01,NHS ENGLAND LONDON,15300
2010-07-01,NHS ENGLAND SOUTH WEST ,4642
2010-07-01,NHS ENGLAND MIDLANDS ,15220
2010-07-01,NHS ENGLAND NORTH WEST ,7791
2010-07-01,NHS ENGLAND NORTH WEST ,20969
2010-07-01,NHS ENGLAND NORTH WEST ,5076
2010-07-01,NHS ENGLAND NORTH WEST ,3060
2010-07-01,NHS ENGLAND NORTH WEST ,18162
2010-07-01,NHS ENGLAND NORTH WEST ,3192
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,16494
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22420
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3652
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5308
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7838
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,15762
2010-07-01,NHS ENGLAND SOUTH WEST ,12240
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,15622
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,29797
2010-07-01,NHS ENGLAND SOUTH EAST ,19837
2010-07-01,NHS ENGLAND SOUTH EAST ,17058
2010-07-01,NHS ENGLAND SOUTH WEST ,1269
2010-07-01,NHS ENGLAND SOUTH WEST ,24996
2010-07-01,NHS ENGLAND NORTH WEST ,29936
2010-07-01,NHS ENGLAND NORTH WEST ,0
2010-07-01,NHS ENGLAND NORTH WEST ,5741
2010-07-01,NHS ENGLAND LONDON,26991
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2773
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11594
2010-07-01,NHS ENGLAND MIDLANDS ,13432
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,19143
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,9469
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,9953
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,11117
2010-07-01,NHS ENGLAND SOUTH WEST ,17426
2010-07-01,NHS ENGLAND SOUTH WEST ,14007
2010-07-01,NHS ENGLAND SOUTH EAST ,19422
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,29028
2010-07-01,NHS ENGLAND SOUTH EAST ,11171
2010-07-01,NHS ENGLAND SOUTH EAST ,24234
2010-07-01,NHS ENGLAND LONDON,19927
2010-07-01,NHS ENGLAND LONDON,36660
2010-07-01,NHS ENGLAND LONDON,18671
2010-07-01,NHS ENGLAND LONDON,5507
2010-07-01,NHS ENGLAND SOUTH WEST ,8312
2010-07-01,NHS ENGLAND MIDLANDS ,8131
2010-07-01,NHS ENGLAND MIDLANDS ,8703
2010-07-01,NHS ENGLAND MIDLANDS ,23620
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12753
2010-07-01,NHS ENGLAND NORTH WEST ,1272
2010-07-01,NHS ENGLAND NORTH WEST ,16226
2010-07-01,NHS ENGLAND LONDON,18035
2010-07-01,NHS ENGLAND MIDLANDS ,14937
2010-07-01,NHS ENGLAND SOUTH WEST ,2619
2010-07-01,NHS ENGLAND MIDLANDS ,33697
2010-07-01,NHS ENGLAND LONDON,10009
2010-07-01,NHS ENGLAND MIDLANDS ,9075
2010-07-01,NHS ENGLAND MIDLANDS ,20653
2010-07-01,NHS ENGLAND MIDLANDS ,9358
2010-07-01,NHS ENGLAND MIDLANDS ,6824
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,32656
2010-07-01,NHS ENGLAND NORTH WEST ,30521
2010-07-01,NHS ENGLAND NORTH WEST ,6789
2010-07-01,NHS ENGLAND NORTH WEST ,14075
2010-07-01,NHS ENGLAND SOUTH WEST ,16243
2010-07-01,NHS ENGLAND SOUTH EAST ,4973
2010-07-01,NHS ENGLAND SOUTH EAST ,19665
2010-07-01,NHS ENGLAND MIDLANDS ,4179
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21014
2010-07-01,NHS ENGLAND MIDLANDS ,18765
2010-07-01,NHS ENGLAND MIDLANDS ,15353
2010-07-01,NHS ENGLAND SOUTH EAST ,6229
2010-07-01,NHS ENGLAND SOUTH WEST ,8668
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5598
2010-07-01,NHS ENGLAND LONDON,3797
2010-07-01,NHS ENGLAND SOUTH EAST ,11946
2010-07-01,NHS ENGLAND SOUTH EAST ,4398
2010-07-01,NHS ENGLAND MIDLANDS ,9148
2010-07-01,NHS ENGLAND LONDON,20869
2010-07-01,NHS ENGLAND EAST OF ENGLAND ,8471
2010-07-01,NHS ENGLAND LONDON,10587
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16169
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,36099
2010-07-01,NHS ENGLAND NORTH WEST ,4590
2010-07-01,NHS ENGLAND MIDLANDS ,28257
2010-07-01,NHS ENGLAND LONDON,22324
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,27150
2010-07-01,NHS ENGLAND SOUTH WEST ,15772
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22254
2010-07-01,NHS ENGLAND MIDLANDS ,18144
2010-07-01,NHS ENGLAND SOUTH EAST ,17502
2010-07-01,NHS ENGLAND SOUTH EAST ,15032
2010-07-01,NHS ENGLAND SOUTH EAST ,10388
2010-07-01,NHS ENGLAND SOUTH WEST ,9833
2010-07-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17299
